,Date,Close Prices,Test Predictions
110,2020-12-07,49.97,49.69
111,2020-12-14,52.26,50.30
112,2020-12-21,51.29,52.13
113,2020-12-28,51.34,51.80
114,2021-01-04,55.99,51.59
115,2021-01-11,55.10,55.55
116,2021-01-18,55.41,55.45
117,2021-01-25,55.88,55.48
118,2021-02-01,59.34,55.97
119,2021-02-08,62.43,59.32
120,2021-02-15,62.91,62.73
121,2021-02-22,66.13,63.26
122,2021-03-01,69.36,66.66
123,2021-03-08,69.22,69.98
124,2021-03-15,64.53,69.58
125,2021-03-22,64.57,64.81
126,2021-03-29,64.86,64.97
127,2021-04-05,62.95,65.26
128,2021-04-12,66.77,63.31
129,2021-04-19,66.11,67.36
130,2021-04-26,67.25,66.47
131,2021-05-03,68.28,67.73
132,2021-05-10,68.71,68.75
133,2021-05-17,66.44,69.14
134,2021-05-24,69.63,66.75
135,2021-05-31,71.89,70.31
136,2021-06-07,72.69,72.43
137,2021-06-14,73.51,73.08
138,2021-06-21,76.18,73.91
139,2021-06-28,76.17,76.77
140,2021-07-05,75.55,76.42
141,2021-07-12,73.59,75.78
142,2021-07-19,74.10,73.72
143,2021-07-26,76.33,74.50
144,2021-08-02,70.70,76.87
145,2021-08-09,70.59,70.56
146,2021-08-16,65.18,71.02
147,2021-08-23,72.70,65.40
148,2021-08-30,72.61,73.95
149,2021-09-06,72.92,72.83
150,2021-09-13,75.34,73.29
151,2021-09-20,78.09,75.91
152,2021-09-27,79.28,78.66
153,2021-10-04,82.39,79.66
154,2021-10-11,84.86,83.07
155,2021-10-18,85.53,85.51
156,2021-10-25,84.38,86.00
157,2021-11-01,82.74,84.63
158,2021-11-08,82.17,82.91
159,2021-11-15,78.89,82.45
160,2021-11-22,72.72,78.82
161,2021-11-29,69.88,72.51
162,2021-12-06,75.15,70.11
163,2021-12-13,73.52,76.13
164,2021-12-20,76.85,73.60
165,2021-12-27,79.20,77.55
166,2022-01-03,81.75,79.71
167,2022-01-10,86.06,82.33
168,2022-01-17,87.89,86.98
169,2022-01-24,90.03,88.55
170,2022-01-31,93.27,90.82
171,2022-02-07,94.44,94.25
172,2022-02-14,93.54,95.15
173,2022-02-21,97.93,94.03
174,2022-02-28,118.11,98.98
175,2022-03-07,112.67,118.67
176,2022-03-14,107.93,111.42
177,2022-03-21,120.65,107.26
178,2022-03-28,107.67,119.04
179,2022-04-04,102.78,107.01
180,2022-04-11,111.70,102.63
181,2022-04-18,106.65,111.37
182,2022-04-25,109.34,106.16
183,2022-05-02,112.39,108.79
184,2022-05-09,111.55,111.33
185,2022-05-16,112.55,110.47
186,2022-05-23,119.43,111.36
187,2022-05-30,119.72,117.46
188,2022-06-06,122.01,117.55
189,2022-06-13,113.12,119.64
190,2022-06-20,113.12,111.72
191,2022-06-27,116.26,111.79
