,Date,Close Prices,Test Predictions
185,2021-10-12,83.42,83.88
186,2021-10-13,83.18,83.63
187,2021-10-14,84.00,83.39
188,2021-10-15,84.86,84.23
189,2021-10-18,84.33,85.11
190,2021-10-19,85.08,84.59
191,2021-10-20,85.82,85.35
192,2021-10-21,84.61,86.11
193,2021-10-22,85.53,84.92
194,2021-10-25,85.99,85.82
195,2021-10-26,86.40,86.29
196,2021-10-27,84.58,86.71
197,2021-10-28,84.32,84.94
198,2021-10-29,84.38,84.57
199,2021-11-01,84.71,84.62
200,2021-11-02,84.72,84.96
201,2021-11-03,81.99,84.98
202,2021-11-04,80.54,82.32
203,2021-11-05,82.74,80.71
204,2021-11-08,83.43,83.00
205,2021-11-09,84.78,83.63
206,2021-11-10,82.64,85.04
207,2021-11-11,82.87,82.94
208,2021-11-12,82.17,83.07
209,2021-11-15,82.05,82.36
210,2021-11-16,82.43,82.22
211,2021-11-17,80.28,82.61
212,2021-11-18,81.24,80.49
213,2021-11-19,78.89,81.40
214,2021-11-22,79.70,79.08
215,2021-11-23,82.31,79.82
216,2021-11-24,82.25,82.57
217,2021-11-25,82.28,82.41
218,2021-11-26,72.72,82.45
219,2021-11-29,73.44,73.92
220,2021-11-30,70.57,73.52
221,2021-12-01,68.87,70.75
222,2021-12-02,69.67,68.99
223,2021-12-03,69.88,69.66
224,2021-12-06,73.08,69.87
225,2021-12-07,75.44,73.12
226,2021-12-08,75.82,75.47
227,2021-12-09,74.42,75.84
228,2021-12-10,75.15,74.49
229,2021-12-13,74.39,75.19
230,2021-12-14,73.70,74.43
231,2021-12-15,73.88,73.75
232,2021-12-16,75.02,73.91
233,2021-12-17,73.52,75.05
234,2021-12-20,71.52,73.59
235,2021-12-21,73.98,71.63
236,2021-12-22,75.29,74.05
237,2021-12-23,76.85,75.30
238,2021-12-27,78.60,76.91
239,2021-12-28,78.94,78.70
240,2021-12-29,79.23,79.02
241,2021-12-30,79.32,79.32
242,2021-12-31,79.20,79.41
243,2022-01-03,78.98,79.29
244,2022-01-04,80.00,79.07
245,2022-01-05,80.80,80.12
246,2022-01-06,81.99,80.93
247,2022-01-07,81.75,82.16
248,2022-01-10,80.87,81.91
249,2022-01-11,83.72,81.02
250,2022-01-12,84.67,84.06
251,2022-01-13,84.47,84.91
252,2022-01-14,86.06,84.72
253,2022-01-18,87.51,86.38
254,2022-01-19,88.44,87.86
255,2022-01-20,88.38,88.82
256,2022-01-21,87.89,88.79
257,2022-01-24,86.27,88.30
258,2022-01-25,88.20,86.69
259,2022-01-26,89.96,88.61
260,2022-01-27,89.34,90.40
261,2022-01-28,90.03,89.83
262,2022-01-31,91.21,90.48
263,2022-02-01,91.29,91.69
264,2022-02-02,89.47,91.82
265,2022-02-03,91.11,90.09
266,2022-02-04,93.27,91.59
267,2022-02-07,92.69,93.81
268,2022-02-08,90.78,93.33
269,2022-02-09,91.55,91.49
270,2022-02-10,91.41,92.05
271,2022-02-11,94.44,91.96
272,2022-02-14,96.48,95.04
273,2022-02-15,93.28,97.07
274,2022-02-16,94.81,94.35
275,2022-02-17,92.97,95.39
276,2022-02-18,93.54,93.79
277,2022-02-22,96.84,94.12
278,2022-02-23,96.84,97.47
279,2022-02-24,99.08,97.56
280,2022-02-25,97.93,99.69
281,2022-02-28,100.99,98.79
282,2022-03-01,100.85,101.58
283,2022-03-02,112.93,101.57
284,2022-03-03,110.46,114.56
285,2022-03-04,118.11,110.42
286,2022-03-07,123.21,118.18
287,2022-03-08,127.98,122.62
288,2022-03-09,111.14,127.36
289,2022-03-10,109.33,111.13
290,2022-03-11,112.67,109.47
291,2022-03-14,106.90,112.58
292,2022-03-15,99.91,107.53
293,2022-03-16,98.02,101.58
294,2022-03-17,106.64,98.94
295,2022-03-18,107.93,107.78
296,2022-03-21,115.62,108.17
297,2022-03-22,115.48,115.84
298,2022-03-23,121.60,114.85
299,2022-03-24,119.03,121.23
300,2022-03-25,120.65,117.92
301,2022-03-28,112.48,119.78
302,2022-03-29,110.23,112.12
303,2022-03-30,113.45,110.24
304,2022-03-31,107.91,113.28
305,2022-04-01,107.67,108.36
306,2022-04-04,107.53,107.96
307,2022-04-05,106.64,107.83
308,2022-04-06,101.07,107.05
309,2022-04-07,100.58,102.44
310,2022-04-08,102.78,101.32
311,2022-04-11,98.48,103.33
312,2022-04-12,104.64,99.81
313,2022-04-13,108.78,105.40
314,2022-04-14,111.70,109.04
315,2022-04-18,113.16,111.65
316,2022-04-19,107.25,112.89
317,2022-04-20,106.80,107.82
318,2022-04-21,108.33,107.18
319,2022-04-22,106.65,108.55
320,2022-04-25,102.32,107.09
321,2022-04-26,104.99,103.41
322,2022-04-27,105.32,105.45
323,2022-04-28,107.59,105.79
324,2022-04-29,109.34,107.88
325,2022-05-02,109.36,109.47
326,2022-05-03,104.97,109.47
327,2022-05-04,110.14,105.78
328,2022-05-05,110.90,110.44
329,2022-05-06,112.39,110.84
330,2022-05-09,105.94,112.21
331,2022-05-10,102.46,106.77
332,2022-05-11,107.51,103.43
333,2022-05-12,107.45,107.97
334,2022-05-13,111.55,107.75
335,2022-05-16,114.24,111.62
336,2022-05-17,111.93,113.93
337,2022-05-18,109.11,111.69
338,2022-05-19,112.04,109.28
339,2022-05-20,112.55,111.98
340,2022-05-23,113.42,112.30
341,2022-05-24,113.56,113.09
342,2022-05-25,114.03,113.18
343,2022-05-26,117.40,113.62
344,2022-05-27,119.43,116.90
345,2022-05-31,122.84,118.65
346,2022-06-01,116.29,122.08
347,2022-06-02,117.61,115.32
348,2022-06-03,119.72,116.92
349,2022-06-06,119.51,118.93
350,2022-06-07,120.57,118.53
351,2022-06-08,123.58,119.65
352,2022-06-09,123.07,122.77
353,2022-06-10,122.01,121.94
354,2022-06-13,122.27,120.86
355,2022-06-14,121.17,121.22
356,2022-06-15,118.51,120.04
357,2022-06-16,119.81,117.45
358,2022-06-17,113.12,118.96
359,2022-06-20,114.20,112.65
360,2022-06-21,114.65,113.82
361,2022-06-22,111.74,114.16
362,2022-06-23,110.05,111.53
363,2022-06-24,113.12,110.08
364,2022-06-27,115.09,112.97
365,2022-06-28,117.98,114.65
366,2022-06-29,116.26,117.38
