,Date,Close Prices,Test Predictions
0,2020-01-01,22.74,62.49
1,2020-04-01,41.15,63.41
2,2020-07-01,40.95,63.66
3,2020-10-01,51.34,63.45
4,2021-01-01,63.54,63.34
5,2021-04-01,75.13,62.84
6,2021-07-01,78.52,62.11
7,2021-10-01,79.20,61.67
8,2022-01-01,107.91,61.55
9,2022-04-01,114.81,59.60
